,loss,accuracy,val_loss,val_accuracy
0,1.347575068473816,0.3517501652240753,1.291634440422058,0.416015625
1,1.181941270828247,0.47313880920410156,1.0448031425476074,0.537890613079071
2,1.028731107711792,0.5600496530532837,0.95674067735672,0.591796875
3,0.9588623046875,0.588606059551239,0.9144357442855835,0.6089843511581421
4,0.9043011665344238,0.6215558052062988,0.8902646899223328,0.623828113079071
5,0.8713119029998779,0.633971631526947,0.8566252589225769,0.6328125
6,0.8433851599693298,0.6509717702865601,0.8619022369384766,0.6292968988418579
7,0.8161568641662598,0.6620982885360718,0.8405682444572449,0.6460937261581421
8,0.7996026873588562,0.6694045066833496,0.8311182260513306,0.649609386920929
9,0.7762284278869629,0.6804355382919312,0.8555616140365601,0.6351562738418579
10,0.7564346194267273,0.6880282759666443,0.8120740056037903,0.664843738079071
11,0.7403863668441772,0.6995368003845215,0.808332085609436,0.667187511920929
12,0.7180370092391968,0.706652045249939,0.8192048072814941,0.655468761920929
13,0.7034212350845337,0.7121436595916748,0.8062995076179504,0.6605468988418579
14,0.6803464293479919,0.722744882106781,0.8035322427749634,0.666015625
15,0.6685830950737,0.7317702174186707,0.7957366108894348,0.676562488079071
16,0.6595243811607361,0.7341101169586182,0.8121079206466675,0.6656249761581421
17,0.6386575102806091,0.7416073679924011,0.7939422726631165,0.682812511920929
18,0.6182226538658142,0.754787266254425,0.8267208933830261,0.657031238079071
19,0.5995939373970032,0.7605654001235962,0.817428469657898,0.6773437261581421
20,0.5847916007041931,0.7644333839416504,0.7947911024093628,0.6871093511581421
21,0.5763136148452759,0.7696384787559509,0.804303765296936,0.668749988079071
22,0.5598999857902527,0.777422308921814,0.812717616558075,0.689453125
23,0.5527670383453369,0.7767059803009033,0.807625949382782,0.690625011920929
24,0.5304433107376099,0.7895038723945618,0.8270031809806824,0.6871093511581421
25,0.5271553993225098,0.794279158115387,0.8270716667175293,0.686718761920929
26,0.5155345797538757,0.7958550453186035,0.8344240188598633,0.676953136920929
27,0.49909016489982605,0.8012033700942993,0.820914626121521,0.69140625
28,0.49082881212234497,0.8087483644485474,0.8220549821853638,0.6871093511581421
29,0.4790552854537964,0.8123776316642761,0.8589081764221191,0.6773437261581421
30,0.4730789363384247,0.8157203793525696,0.8303236961364746,0.681640625
31,0.45358943939208984,0.8248412013053894,0.871337890625,0.6820312738418579
32,0.45551466941833496,0.8219760060310364,0.8366514444351196,0.686328113079071
33,0.4464593827724457,0.8267513513565063,0.8335267901420593,0.6871093511581421
34,0.42934203147888184,0.8331502676010132,0.8588115572929382,0.6871093511581421
35,0.42815274000167847,0.8334845304489136,0.856525719165802,0.692187488079071
36,0.41551724076271057,0.8375913500785828,0.8516035079956055,0.681640625
37,0.4053038954734802,0.8440857529640198,0.8635722398757935,0.6878906488418579
38,0.4008847177028656,0.8459959030151367,0.868755042552948,0.6871093511581421
39,0.3928776681423187,0.8486700654029846,0.891269862651825,0.6812499761581421
40,0.38534489274024963,0.8515352606773376,0.8784043192863464,0.684374988079071
41,0.38618147373199463,0.8517740368843079,0.8758098483085632,0.686328113079071
42,0.38294827938079834,0.8544004559516907,0.8778263330459595,0.6839843988418579
43,0.37217116355895996,0.8594145178794861,0.8809518814086914,0.6851562261581421
44,0.3700251877307892,0.85845947265625,0.8699222803115845,0.6957031488418579
45,0.3577440083026886,0.8628050088882446,0.8909805417060852,0.688281238079071
46,0.34958404302597046,0.8677235841751099,0.9078192710876465,0.686328113079071
47,0.3433941602706909,0.8687264323234558,0.9108409881591797,0.689453125
48,0.3388158679008484,0.87259441614151,0.9161863327026367,0.680859386920929
49,0.33772021532058716,0.8739315271377563,0.8879815936088562,0.6929687261581421
